otu	statistic	p.value	method	alternative	p.value.adj
Lachnospiraceae (OTU 978)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 980)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 981)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 983)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Butyricicoccus (OTU 984)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Burkholderia (OTU 985)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 986)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 988)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Roseburia (OTU 990)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 992)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 993)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 994)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Corynebacterium (OTU 995)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 997)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridia (OTU 998)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridia (OTU 999)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1001)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 1002)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Oscillibacter (OTU 1003)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1005)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1007)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1008)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1009)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1010)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Gordonibacter (OTU 1012)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 1013)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Coriobacteriaceae (OTU 1015)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 1017)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1018)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1021)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1023)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1024)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1025)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1026)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1028)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1030)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 1031)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1036)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lactobacillales (OTU 1037)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1041)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1042)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Hungatella (OTU 1043)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1044)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1045)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1047)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1049)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Parabacteroides (OTU 1050)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 1055)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 1058)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1059)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1060)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 1061)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lactobacillus (OTU 1062)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 1064)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lactobacillus (OTU 1065)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lactobacillus (OTU 1066)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 1068)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Betaproteobacteria (OTU 1069)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1070)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1072)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1076)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1077)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1079)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1081)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1082)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1083)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Barnesiella (OTU 1085)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 1086)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lactobacillaceae (OTU 1087)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lactobacillaceae (OTU 1089)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1092)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1094)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1095)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1096)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 1097)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Brevundimonas (OTU 1099)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1100)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Acidaminococcus (OTU 1102)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1103)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1105)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1106)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 1107)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1109)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidetes (OTU 1110)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1111)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1112)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1113)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1114)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1115)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 1117)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridia (OTU 1118)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Kytococcus (OTU 1122)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 1123)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacilli (OTU 1124)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1125)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Actinomycetales (OTU 1127)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1128)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1130)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1131)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1132)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Catabacter (OTU 1134)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bilophila (OTU 1135)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1136)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1138)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1139)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1140)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1144)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1145)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 1147)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1148)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1150)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 1152)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 1156)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1157)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Pseudoflavonifractor (OTU 1158)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Mucispirillum (OTU 1161)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 1163)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1164)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Escherichia/Shigella (OTU 1165)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1166)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1167)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 1168)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1171)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1175)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1176)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1177)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1182)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1183)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1185)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1186)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1187)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1188)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 1189)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 1191)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1197)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1198)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1199)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1201)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1206)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1207)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1211)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1212)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 1213)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1217)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1218)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Acetatifactor (OTU 1220)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Brevibacterium (OTU 1222)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1223)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridium (OTU 1226)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1232)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1239)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1240)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1241)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Enterobacteriaceae (OTU 1244)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1245)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1249)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1251)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 1252)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1253)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 1254)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Enterobacteriaceae (OTU 1255)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Escherichia/Shigella (OTU 1256)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Butyricimonas (OTU 1257)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Mucispirillum (OTU 1260)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridia (OTU 1263)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 1264)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1265)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1269)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1273)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1274)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1275)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1278)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1280)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1281)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 1282)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Enterococcus (OTU 1284)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1288)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1289)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
